fSalesPrimaryKey,ProductID,SalesRepID,Geokey,ProductName,Category,SubCategoryName,Color,RetailPrice,StandardCost,SalesRepName,Date,Country,Town,Units,PercentOfStandardCost,RevenueDiscount,TotalRevenue,TotalCost,GrossProfit
15303,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 2 April 2015,Germany,Frankfurt,133,0.966,0.55,3584.35,1097.25,2487.1
15461,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 8 April 2015,Germany,Frankfurt,113,0.965,0.55,3045.35,932.25,2113.1
15800,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 20 April 2015,Germany,Frankfurt,101,0.97,0.55,2721.95,833.25,1888.7
16275,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 4 May 2015,Germany,Frankfurt,121,0.96,0.55,3260.95,998.25,2262.7
16283,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 4 May 2015,Germany,Frankfurt,106,0.96,0.55,2856.7,874.5,1982.2
16321,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 5 May 2015,Germany,Frankfurt,142,0.968,0.55,3826.9,1171.5,2655.4
16383,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 6 May 2015,Germany,Frankfurt,104,0.963,0.55,2802.8,858,1944.8
16744,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 19 May 2015,Germany,Frankfurt,120,0.952,0.55,3234,990,2244
16919,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 23 May 2015,Germany,Frankfurt,134,0.963,0.55,3611.3,1105.5,2505.8
17125,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 28 May 2015,Germany,Frankfurt,118,0.96,0.55,3180.1,973.5,2206.6
17132,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 28 May 2015,Germany,Frankfurt,105,0.96,0.55,2829.75,866.25,1963.5
17484,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 6 June 2015,Germany,Frankfurt,114,0.96,0.55,3072.3,940.5,2131.8
17525,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 8 June 2015,Germany,Frankfurt,135,0.963,0.55,3638.25,1113.75,2524.5
17569,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 9 June 2015,Germany,Frankfurt,136,0.961,0.55,3665.2,1122,2543.2
17570,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 9 June 2015,Germany,Frankfurt,133,0.961,0.55,3584.35,1097.25,2487.1
17753,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 13 June 2015,Germany,Frankfurt,128,0.968,0.55,3449.6,1056,2393.6
17905,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 18 June 2015,Germany,Frankfurt,135,0.967,0.55,3638.25,1113.75,2524.5
18010,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 23 June 2015,Germany,Frankfurt,128,0.968,0.55,3449.6,1056,2393.6
18261,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 30 June 2015,Germany,Frankfurt,108,0.969,0.55,2910.6,891,2019.6
18297,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 1 July 2015,Germany,Frankfurt,140,0.969,0.55,3773,1155,2618
18299,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 1 July 2015,Germany,Frankfurt,130,0.969,0.55,3503.5,1072.5,2431
18476,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 6 July 2015,Germany,Frankfurt,149,0.97,0.55,4015.55,1229.25,2786.3
18730,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 11 July 2015,Germany,Frankfurt,123,0.973,0.55,3314.85,1014.75,2300.1
18767,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 14 July 2015,Germany,Frankfurt,126,0.956,0.55,3395.7,1039.5,2356.2
18773,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 14 July 2015,Germany,Frankfurt,112,0.956,0.55,3018.4,924,2094.4
18804,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 15 July 2015,Germany,Frankfurt,137,0.964,0.55,3692.15,1130.25,2561.9
18811,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 15 July 2015,Germany,Frankfurt,107,0.964,0.55,2883.65,882.75,2000.9
19016,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 21 July 2015,Germany,Frankfurt,143,0.964,0.55,3853.85,1179.75,2674.1
19600,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 4 August 2015,Germany,Frankfurt,132,0.959,0.55,3557.4,1089,2468.4
19709,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 6 August 2015,Germany,Frankfurt,107,0.961,0.55,2883.65,882.75,2000.9
19752,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Friday 7 August 2015,Germany,Frankfurt,142,0.975,0.55,3826.9,1171.5,2655.4
19798,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 11 August 2015,Germany,Frankfurt,138,0.967,0.55,3719.1,1138.5,2580.6
19975,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 15 August 2015,Germany,Frankfurt,147,0.969,0.55,3961.65,1212.75,2748.9
20083,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 19 August 2015,Germany,Frankfurt,141,0.964,0.55,3799.95,1163.25,2636.7
20090,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 19 August 2015,Germany,Frankfurt,121,0.964,0.55,3260.95,998.25,2262.7
20321,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 25 August 2015,Germany,Frankfurt,125,0.972,0.55,3368.75,1031.25,2337.5
20378,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 26 August 2015,Germany,Frankfurt,135,0.968,0.55,3638.25,1113.75,2524.5
20382,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 26 August 2015,Germany,Frankfurt,124,0.968,0.55,3341.8,1023,2318.8
20653,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Friday 4 September 2015,Germany,Frankfurt,150,0.967,0.55,4042.5,1237.5,2805
20839,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 10 September 2015,Germany,Frankfurt,129,0.972,0.55,3476.55,1064.25,2412.3
20857,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 10 September 2015,Germany,Frankfurt,101,0.972,0.55,2721.95,833.25,1888.7
20907,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 12 September 2015,Germany,Frankfurt,106,0.97,0.55,2856.7,874.5,1982.2
21183,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 19 September 2015,Germany,Frankfurt,141,0.967,0.55,3799.95,1163.25,2636.7
21239,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 22 September 2015,Germany,Frankfurt,130,0.976,0.55,3503.5,1072.5,2431
21559,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 30 September 2015,Germany,Frankfurt,119,0.977,0.55,3207.05,981.75,2225.3
21942,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Friday 9 October 2015,Germany,Frankfurt,148,0.967,0.55,3988.6,1221,2767.6
22569,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 27 October 2015,Germany,Frankfurt,115,0.97,0.55,3099.25,948.75,2150.5
22609,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 28 October 2015,Germany,Frankfurt,142,0.973,0.55,3826.9,1171.5,2655.4
22929,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 5 November 2015,Germany,Frankfurt,121,0.973,0.55,3260.95,998.25,2262.7
23296,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 17 November 2015,Germany,Frankfurt,129,0.974,0.55,3476.55,1064.25,2412.3
23614,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 28 November 2015,Germany,Frankfurt,103,0.965,0.55,2775.85,849.75,1926.1
23695,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 2 December 2015,Germany,Frankfurt,149,0.968,0.55,4015.55,1229.25,2786.3
23831,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 7 December 2015,Germany,Frankfurt,147,0.977,0.55,3961.65,1212.75,2748.9
24077,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 12 December 2015,Germany,Frankfurt,123,0.973,0.55,3314.85,1014.75,2300.1
24128,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 14 December 2015,Germany,Frankfurt,131,0.976,0.55,3530.45,1080.75,2449.7
24215,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 16 December 2015,Germany,Frankfurt,147,0.973,0.55,3961.65,1212.75,2748.9
24275,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 17 December 2015,Germany,Frankfurt,119,0.97,0.55,3207.05,981.75,2225.3
24375,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 19 December 2015,Germany,Frankfurt,139,0.972,0.55,3746.05,1146.75,2599.3
24537,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 24 December 2015,Germany,Frankfurt,121,0.976,0.55,3260.95,998.25,2262.7
24702,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 31 December 2015,Germany,Frankfurt,145,0.976,0.55,3907.75,1196.25,2711.5
24910,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 6 January 2016,Germany,Frankfurt,129,0.973,0.55,3476.55,1064.25,2412.3
24921,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 6 January 2016,Germany,Frankfurt,101,0.973,0.55,2721.95,833.25,1888.7
25048,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 9 January 2016,Germany,Frankfurt,132,0.962,0.55,3557.4,1089,2468.4
25145,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 13 January 2016,Germany,Frankfurt,127,0.972,0.55,3422.65,1047.75,2374.9
25277,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 19 January 2016,Germany,Frankfurt,105,0.977,0.55,2829.75,866.25,1963.5
25359,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 21 January 2016,Germany,Frankfurt,133,0.973,0.55,3584.35,1097.25,2487.1
25463,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 23 January 2016,Germany,Frankfurt,104,0.968,0.55,2802.8,858,1944.8
25732,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 2 February 2016,Germany,Frankfurt,149,0.978,0.55,4015.55,1229.25,2786.3
25873,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Friday 5 February 2016,Germany,Frankfurt,141,0.98,0.55,3799.95,1163.25,2636.7
26032,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 11 February 2016,Germany,Frankfurt,102,0.98,0.55,2748.9,841.5,1907.4
26076,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Friday 12 February 2016,Germany,Frankfurt,112,0.979,0.55,3018.4,924,2094.4
26078,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Friday 12 February 2016,Germany,Frankfurt,110,0.979,0.55,2964.5,907.5,2057
26168,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 17 February 2016,Germany,Frankfurt,143,0.977,0.55,3853.85,1179.75,2674.1
26251,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Friday 19 February 2016,Germany,Frankfurt,146,0.975,0.55,3934.7,1204.5,2730.2
26267,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Friday 19 February 2016,Germany,Frankfurt,101,0.975,0.55,2721.95,833.25,1888.7
26552,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 1 March 2016,Germany,Frankfurt,101,0.974,0.55,2721.95,833.25,1888.7
26721,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 7 March 2016,Germany,Frankfurt,138,0.98,0.55,3719.1,1138.5,2580.6
27008,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 15 March 2016,Germany,Frankfurt,131,0.976,0.55,3530.45,1080.75,2449.7
27108,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 17 March 2016,Germany,Frankfurt,105,0.978,0.55,2829.75,866.25,1963.5
27643,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 6 April 2016,Germany,Frankfurt,138,0.973,0.55,3719.1,1138.5,2580.6
27707,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 7 April 2016,Germany,Frankfurt,105,0.977,0.55,2829.75,866.25,1963.5
27961,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 14 April 2016,Germany,Frankfurt,125,0.976,0.55,3368.75,1031.25,2337.5
28180,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 21 April 2016,Germany,Frankfurt,101,0.976,0.55,2721.95,833.25,1888.7
28267,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 23 April 2016,Germany,Frankfurt,119,0.979,0.55,3207.05,981.75,2225.3
28435,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 28 April 2016,Germany,Frankfurt,115,0.978,0.55,3099.25,948.75,2150.5
28716,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 5 May 2016,Germany,Frankfurt,141,0.968,0.55,3799.95,1163.25,2636.7
28717,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 5 May 2016,Germany,Frankfurt,132,0.968,0.55,3557.4,1089,2468.4
28719,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 5 May 2016,Germany,Frankfurt,124,0.968,0.55,3341.8,1023,2318.8
28725,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 5 May 2016,Germany,Frankfurt,108,0.968,0.55,2910.6,891,2019.6
28773,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Friday 6 May 2016,Germany,Frankfurt,132,0.981,0.55,3557.4,1089,2468.4
28776,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Friday 6 May 2016,Germany,Frankfurt,126,0.981,0.55,3395.7,1039.5,2356.2
29042,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 16 May 2016,Germany,Frankfurt,125,0.983,0.55,3368.75,1031.25,2337.5
29165,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 19 May 2016,Germany,Frankfurt,112,0.979,0.55,3018.4,924,2094.4
29209,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Friday 20 May 2016,Germany,Frankfurt,124,0.979,0.55,3341.8,1023,2318.8
29468,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Friday 27 May 2016,Germany,Frankfurt,120,0.977,0.55,3234,990,2244
29472,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Friday 27 May 2016,Germany,Frankfurt,109,0.977,0.55,2937.55,899.25,2038.3
29509,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 28 May 2016,Germany,Frankfurt,128,0.977,0.55,3449.6,1056,2393.6
29555,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 30 May 2016,Germany,Frankfurt,150,0.973,0.55,4042.5,1237.5,2805
29749,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Friday 3 June 2016,Germany,Frankfurt,119,0.976,0.55,3207.05,981.75,2225.3
29794,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 6 June 2016,Germany,Frankfurt,150,0.982,0.55,4042.5,1237.5,2805
29893,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 8 June 2016,Germany,Frankfurt,108,0.976,0.55,2910.6,891,2019.6
30021,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 13 June 2016,Germany,Frankfurt,117,0.981,0.55,3153.15,965.25,2187.9
30538,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 27 June 2016,Germany,Frankfurt,120,0.978,0.55,3234,990,2244
30589,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 28 June 2016,Germany,Frankfurt,117,0.977,0.55,3153.15,965.25,2187.9
30676,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 30 June 2016,Germany,Frankfurt,133,0.978,0.55,3584.35,1097.25,2487.1
30769,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 2 July 2016,Germany,Frankfurt,137,0.978,0.55,3692.15,1130.25,2561.9
30806,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 5 July 2016,Germany,Frankfurt,148,0.974,0.55,3988.6,1221,2767.6
30855,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 6 July 2016,Germany,Frankfurt,150,0.983,0.55,4042.5,1237.5,2805
31170,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 13 July 2016,Germany,Frankfurt,115,0.976,0.55,3099.25,948.75,2150.5
31222,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 14 July 2016,Germany,Frankfurt,105,0.979,0.55,2829.75,866.25,1963.5
31255,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Friday 15 July 2016,Germany,Frankfurt,126,0.982,0.55,3395.7,1039.5,2356.2
31867,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 2 August 2016,Germany,Frankfurt,129,0.982,0.55,3476.55,1064.25,2412.3
31924,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 3 August 2016,Germany,Frankfurt,130,0.979,0.55,3503.5,1072.5,2431
32472,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 18 August 2016,Germany,Frankfurt,137,0.982,0.55,3692.15,1130.25,2561.9
32473,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 18 August 2016,Germany,Frankfurt,135,0.982,0.55,3638.25,1113.75,2524.5
32634,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 24 August 2016,Germany,Frankfurt,100,0.979,0.55,2695,825,1870
32879,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 31 August 2016,Germany,Frankfurt,150,0.978,0.55,4042.5,1237.5,2805
32895,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 31 August 2016,Germany,Frankfurt,109,0.978,0.55,2937.55,899.25,2038.3
32940,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 1 September 2016,Germany,Frankfurt,119,0.984,0.55,3207.05,981.75,2225.3
32994,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Friday 2 September 2016,Germany,Frankfurt,121,0.974,0.55,3260.95,998.25,2262.7
33111,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 7 September 2016,Germany,Frankfurt,121,0.98,0.55,3260.95,998.25,2262.7
33299,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 12 September 2016,Germany,Frankfurt,144,0.979,0.55,3880.8,1188,2692.8
33475,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 15 September 2016,Germany,Frankfurt,111,0.983,0.55,2991.45,915.75,2075.7
33587,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 19 September 2016,Germany,Frankfurt,106,0.985,0.55,2856.7,874.5,1982.2
33718,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 22 September 2016,Germany,Frankfurt,130,0.982,0.55,3503.5,1072.5,2431
33723,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 22 September 2016,Germany,Frankfurt,107,0.982,0.55,2883.65,882.75,2000.9
33852,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 28 September 2016,Germany,Frankfurt,113,0.982,0.55,3045.35,932.25,2113.1
